From,Subject,Body,Links,Attachments
Cameron Jackson <cameron@harborlogistics.com>,Confidential: Salary Transfer Correction for Parker Davis,"Hi Riley Moore,

Can you urgently process a wire of $42000.99 for project Horizon? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Cameron Jackson",https://example.com/invoice/64596,
Lee Jackson <lee@brightside.co>,Change of Payment Details - Supplier Northwind Traders,"Good morning Dylan Moore,

The attached invoice 14138 from Northwind Traders is overdue. Please release payment to the updated account listed. If you have questions, call me.

Sincerely,
Lee Jackson",,
Drew Johnson <drew@summitco.com>,Payroll Adjustment Approval Needed - June,"Hi Chris Davis,

Please find attached the signed contract D6140. Sign and return and instruct finance to proceed with the first payment of $22000.69. This must be settled by EOD.

Thanks,
Drew Johnson",https://example.com/vendor_update/V3837,bank_details_V3837.pdf
Casey Thomas <casey@summitco.com>,Confidential: Salary Transfer Correction for Drew White,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $18000.36.

Warm regards,
Casey Thomas",,payroll_change_7464.pdf
Casey Morgan <casey@harborlogistics.com>,Payroll Adjustment Approval Needed - December,"Hi Riley White,

Can you urgently process a wire of $18000.71 for project Pioneer? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Casey Morgan",https://example.com/invoice/95979,
Morgan Morgan <morgan@summitco.com>,Vendor Bank Details Update - Greenfield Ltd,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $27000.83.

Warm regards,
Morgan Morgan",https://example.com/confirm_payment/23178,signed_contract_D3252.pdf
Jordan Moore <jordan@summitco.com>,Payroll Adjustment Approval Needed - March,"Hello Drew Anderson,

Please approve the attached invoice #32946 for $26000.63 payable to Acme Corp. Our supplier changed banking details; please use the updated account in the attachment. This is urgent to avoid penalties.

Thanks,
Jordan Moore
Controller
Northwind Traders",https://example.com/invoice/32946,signed_contract_D7846.pdf
Drew Miller <drew@harborlogistics.com>,Invoice 45761 Overdue - Immediate Action Required,"Hello Dylan Miller,

Please approve the attached invoice #45761 for $30000.82 payable to Greenfield Ltd. Our supplier changed banking details; please use the updated account in the attachment. This is urgent to avoid penalties.

Thanks,
Drew Miller
Office Manager
Summit Consulting",https://example.com/docs/D4159.pdf,signed_contract_D4159.pdf
Jamie Jackson <jamie@summitco.com>,Payment Hold for Invoice 97720 - Release Request,"Hi Riley Taylor,

Can you urgently process a wire of $16000.00 for project Horizon? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Jamie Jackson",https://example.com/vendor_update/V4027,signed_contract_D2562.pdf
Casey Moore <casey@harborlogistics.com>,Wire Transfer Authorization Needed - Northwind Traders,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $46000.98.

Warm regards,
Casey Moore",https://example.com/docs/D6026.pdf,signed_contract_D6026.pdf
Cameron Anderson <cameron@pioneer.io>,Please sign: Contract document D9806,"Good morning Jamie Anderson,

The attached invoice 71712 from Apex Systems is overdue. Please release payment to the updated account listed. If you have questions, call me.

Sincerely,
Cameron Anderson",,signed_contract_D9806.pdf
Morgan Wilson <morgan@northwind.com>,URGENT: Payment Request - Invoice 67912,"Good morning Taylor Williams,

The attached invoice 67912 from Apex Systems is overdue. Please release payment to the updated account listed. If you have questions, call me.

Sincerely,
Morgan Wilson",https://example.com/confirm_payment/67912,
Chris Thomas <chris@harborlogistics.com>,Wire Transfer Authorization Needed - Acme Corp,"Good morning Jamie Brown,

The attached invoice 38560 from Acme Corp is overdue. Please release payment to the updated account listed. If you have questions, call me.

Sincerely,
Chris Thomas",https://example.com/invoice/38560,signed_contract_D2196.pdf
Sam Moore <sam@harborlogistics.com>,Wire Transfer Authorization Needed - Brightside LLC,"Hi Robin Jones,

Can you urgently process a wire of $9000.83 for project Pioneer? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Sam Moore",,payroll_change_9664.pdf
Alex Thomas <alex@pioneer.io>,Payroll Adjustment Approval Needed - March,"Hi Cameron Moore,

Can you urgently process a wire of $30000.44 for project Orion? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Alex Thomas",https://example.com/invoice/65591,invoice_65591.pdf
Alex Johnson <alex@harborlogistics.com>,Change of Payment Details - Supplier Acme Corp,"Hello Jordan Wilson,

Please approve the attached invoice #68515 for $29000.29 payable to Acme Corp. Our supplier changed banking details; please use the updated account in the attachment. This is urgent to avoid penalties.

Thanks,
Alex Johnson
Head of Finance
Harbor Logistics",https://example.com/confirm_payment/68515,
Riley Wilson <riley@acme.com>,Invoice 96535 Overdue - Immediate Action Required,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $4000.71.

Warm regards,
Riley Wilson",https://example.com/vendor_update/V4621,
Chris Jones <chris@pioneer.io>,Payroll Adjustment Approval Needed - April,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $31000.30.

Warm regards,
Chris Jones",https://example.com/confirm_payment/29558,payroll_change_1944.pdf
Drew Smith <drew@acme.com>,URGENT: Payment Request - Invoice 94765,"Dear Casey Johnson,

Payroll requires an adjustment for Dylan Williams. See the attached form and correct the transfer to the new account. Please complete today.

Regards,
Drew Smith
CEO",https://example.com/vendor_update/V8369,
Sam Moore <sam@harborlogistics.com>,Change of Payment Details - Supplier Brightside LLC,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $8000.95.

Warm regards,
Sam Moore",,bank_details_V4470.pdf
Jamie Davis <jamie@pioneer.io>,Change of Payment Details - Supplier Brightside LLC,"Dear Casey Brown,

Payroll requires an adjustment for Jordan Thomas. See the attached form and correct the transfer to the new account. Please complete today.

Regards,
Jamie Davis
VP Finance",https://example.com/docs/D9147.pdf,payroll_change_1749.pdf
Alex Brown <alex@brightside.co>,Please sign: Contract document D3497,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $37000.31.

Warm regards,
Alex Brown",https://example.com/docs/D3497.pdf,signed_contract_D3497.pdf
Taylor Anderson <taylor@acme.com>,URGENT: Payment Request - Invoice 74004,"Hello Taylor Anderson,

Please approve the attached invoice #74004 for $3000.09 payable to Apex Systems. Our supplier changed banking details; please use the updated account in the attachment. This is urgent to avoid penalties.

Thanks,
Taylor Anderson
Director of Operations
Summit Consulting",https://example.com/vendor_update/V9882,bank_details_V9882.pdf
Riley Morgan <riley@brightside.co>,Payroll Adjustment Approval Needed - December,"Hi Robin Davis,

Please find attached the signed contract D1108. Sign and return and instruct finance to proceed with the first payment of $2000.67. This must be settled by EOD.

Thanks,
Riley Morgan",https://example.com/docs/D1108.pdf,invoice_12061.pdf
Robin Smith <robin@summitco.com>,Payment Hold for Invoice 35156 - Release Request,"Good morning Drew Smith,

The attached invoice 35156 from Northwind Traders is overdue. Please release payment to the updated account listed. If you have questions, call me.

Sincerely,
Robin Smith",,bank_details_V5135.pdf
Chris Jackson <chris@pioneer.io>,Payment Hold for Invoice 82443 - Release Request,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $11000.10.

Warm regards,
Chris Jackson",https://example.com/docs/D8798.pdf,
Robin Jackson <robin@summitco.com>,Change of Payment Details - Supplier Harbor Logistics,"Hi Casey Morgan,

Please find attached the signed contract D5593. Sign and return and instruct finance to proceed with the first payment of $12000.40. This must be settled by EOD.

Thanks,
Robin Jackson",https://example.com/confirm_payment/99709,payroll_change_2260.pdf
Dylan Jackson <dylan@acme.com>,Confidential: Salary Transfer Correction for Alex Taylor,"Hi Riley Jones,

Please find attached the signed contract D9204. Sign and return and instruct finance to proceed with the first payment of $15000.09. This must be settled by EOD.

Thanks,
Dylan Jackson",,payroll_change_6347.pdf
Cameron Davis <cameron@brightside.co>,Wire Transfer Authorization Needed - Brightside LLC,"Dear Drew Jones,

Payroll requires an adjustment for Lee Wilson. See the attached form and correct the transfer to the new account. Please complete today.

Regards,
Cameron Davis
Head of Finance",https://example.com/confirm_payment/34345,payroll_change_3527.pdf
Jordan Morgan <jordan@pioneer.io>,Payment Hold for Invoice 23399 - Release Request,"Hello Riley Thomas,

Please approve the attached invoice #23399 for $36000.71 payable to Pioneer Solutions. Our supplier changed banking details; please use the updated account in the attachment. This is urgent to avoid penalties.

Thanks,
Jordan Morgan
Payroll Coordinator
Greenfield Ltd",https://example.com/invoice/23399,invoice_23399.pdf
Dylan Jones <dylan@harborlogistics.com>,Payroll Adjustment Approval Needed - May,"Dear Jamie Jones,

Payroll requires an adjustment for Taylor Moore. See the attached form and correct the transfer to the new account. Please complete today.

Regards,
Dylan Jones
Finance Manager",https://example.com/vendor_update/V9537,bank_details_V9537.pdf
Cameron Thomas <cameron@northwind.com>,Confidential: Salary Transfer Correction for Jordan Smith,"Good morning Casey Johnson,

The attached invoice 87831 from Greenfield Ltd is overdue. Please release payment to the updated account listed. If you have questions, call me.

Sincerely,
Cameron Thomas",https://example.com/docs/D4203.pdf,payroll_change_6484.pdf
Parker Smith <parker@summitco.com>,Vendor Bank Details Update - Northwind Traders,"Hi Parker Anderson,

Please find attached the signed contract D6147. Sign and return and instruct finance to proceed with the first payment of $48000.88. This must be settled by EOD.

Thanks,
Parker Smith",https://example.com/confirm_payment/72784,signed_contract_D6147.pdf
